year,overflow_type,municipality,wet_dry_event,npdes,date_discovered,time_discovered,days,hours,minutes,location,pipe_manhole_id,zip_code,latitude,collection_system,quan_gals_gross,quan_gals_net,cause,health_dept_notified,how_heatlh_depart_was_notified,corrective_action,watershed,receiving_waters,county,comment,penalty_collected,penalty_collected_comments,long,watershed2,quan_gals_gross2,geometry
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,3/27/2018,1:55:00 PM,0,2,5,919 Claymont Ave.,Manhole,21216,39.298968,City of Baltimore Dept. of Public Works,625,625,"Rags, grease, trash/debris, sand/gravel, rocks.",,NA,Relieved 8 inch mainline choke with 150 ft. of pressure hose. Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.660339,Gwynns Falls,625,"c(1408457.30895868, 594652.337310878)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,3/29/2018,7:32:00 PM,0,2,46,3025 Wolcott Ave.,Manhole,21216,39.322111,City of Baltimore Dept. of Public Works,166,166,"Rags, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Confirmed mainline is clear.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.683759,Gwynns Falls,166,"c(1401800.28115648, 603057.965923607)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,3/30/2018,8:52:00 PM,0,3,11,3229 Abell Ave.,Clean out,21202,39.327759,City of Baltimore Dept. of Public Works,382,382,"Rags, trash/debris, sand, gravel, rocks.",,NA,Relieved house connection choke;  flushed and cleaned 8 inch mainline.  Performed CCTV inspection; confirmed lines are clear.,Jones Falls,,Baltimore City,NA,NA,NA,-76.611867,Jones Falls,382,"c(1422130.20864231, 605193.621517823)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,4/5/2018,1:22:00 PM,0,1,38,1001 Arion Park Rd.,Manhole,21229,39.267268,City of Baltimore Dept. of Public Works,490,490,"Rags, roots, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 275 ft. of pressure hose.  Performed mainline CCTV inspection.,Patapsco River L N Br,,Baltimore City,NA,NA,NA,-76.686035,Patapsco River L N Br,490,"c(1401225.08757184, 583080.218943163)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,4/9/2018,2:35:00 PM,0,1,29,300 N. Hilton St.,Manhole,21229,39.290704,City of Baltimore Dept. of Public Works,890,890,"Rags, roots, trash/debris, sand, gravel, rocks.",,NA,Flushed and cleaned 10 inch mainline with 500 ft. of pressure hose.  Confirmed choke is relieved and mainline clear.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.672849,Gwynns Falls,890,"c(1404927.78463333, 591629.403213211)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,4/10/2018,2:28:00 PM,0,5,24,3906 Maine Ave.,Clean out,21207,39.326699,City of Baltimore Dept. of Public Works,648,648,"Rags, roots.",,NA,Relieved house connection choke with 60 ft. of electric cable.  Flushed and cleaned 8 inch mainline; left door notice for plumber.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.683895,Gwynns Falls,648,"c(1401756.01932044, 604728.939713544)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,4/11/2018,1:01:00 PM,0,2,11,59 N. Catherine St.,Manhole,21223,39.289169,City of Baltimore Dept. of Public Works,393,393,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 250 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.656342,Gwynns Falls,393,"c(1409601.8896359, 591087.475541897)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,4/11/2018,9:16:00 AM,0,4,28,3601 Keystone Ave.,Pipe,21211,39.331867,City of Baltimore Dept. of Public Works,756,756,"Rags, trash/debris, sand, gravel, rocks, pipe break.",,NA,Relieved 8 inch mainline choke with 200 ft. of pressure hose.  Confirmed mainline is clear.,Jones Falls,,Baltimore City,NA,NA,NA,-76.64932,Jones Falls,756,"c(1411529.6361348, 606647.023457791)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,4/12/2018,3:43:00 PM,0,7,13,1901 Chesapeake Ave.,Clean out,21226,39.237711,City of Baltimore Dept. of Public Works,216,216,"Rags, trash/debris, sand, gravel, rocks.",,NA,Relieved house connection choke with 55 ft. of electric cable.  Cleaned 10 inch mainline.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.573416,Baltimore Harbor,216,"c(1433160.59504936, 572444.158678482)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,4/16/2018,4:15:00 AM,0,0,15,E. 32nd St. & St. Paul St.,Manhole,21218,39.326931,City of Baltimore Dept. of Public Works,2500,2500,Rain.,,NA,SSO structure;  not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.615881,Jones Falls,"2,500","c(1420995.98531951, 604887.233232589)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,4/16/2018,3:55:00 AM,0,0,30,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308745,City of Baltimore Dept. of Public Works,4000,4000,Rain.,,NA,SSO structure;  not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.616388,Jones Falls,"4,000","c(1420880.3971696, 598262.696981331)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,4/16/2018,4:40:00 AM,0,4,10,1901 Falls Rd.,Manhole,21217,39.312098,City of Baltimore Dept. of Public Works,402000,402000,Rain.,,NA,SSO structure;  not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.621087,Jones Falls,"402,000","c(1419545.70403646, 599478.413061151)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,4/16/2018,3:45:00 AM,0,6,20,428 E. Preston St.,Manhole,21202,39.30514,City of Baltimore Dept. of Public Works,3707000,3707000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.60977,Jones Falls,"3,707,000","c(1422758.63173346, 596957.580457876)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,4/18/2018,12:17:00 PM,133,1,43,3316 Bancroft Rd.,Pipe,21215,39.363877,City of Baltimore Dept. of Public Works,9725,9725,"Rags, roots, pipe break.",,NA,Successfully set up bypass pumping to abate overflow.  Lining will be installed at this location by a contractor.,Jones Falls,Western Run,Baltimore City,NA,NA,NA,-76.69402,Jones Falls,"9,725","c(1398846.38844444, 618260.777535155)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,4/18/2018,12:57:00 PM,1,5,33,3004 Gibbons Ave.,Pipe,21214,39.3507,City of Baltimore Dept. of Public Works,8865,8865,Pipe break.,,NA,Repaired damage to the mainline.  Office of Compliance and Laboratories performed test to confirm abatement.,Back River,Herring Run,Baltimore City,NA,NA,NA,-76.56167,Back River,"8,865","c(1436289.94562345, 613613.791645499)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,4/18/2018,,NA,NA,NA,508 E. Preston St.,Manhole,21202,39.305231,City of Baltimore Dept. of Public Works,300,300,"Pipe break, other.",,NA,Bypass pump was repaired.  Proper maintenance measurements have been established to prevent bypass pump from re-breaking again.,Jones Falls,,Baltimore City,NA,NA,NA,-76.609104,Jones Falls,300,"c(1422946.94994406, 596991.531781674)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,4/26/2018,7:15:00 PM,0,2,14,Linnard St. & Gelston Dr.,Manhole,21229,39.297384,City of Baltimore Dept. of Public Works,268,268,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 200 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.674145,Gwynns Falls,268,"c(1404552.2908644, 594061.153132851)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,4/30/2018,11:00:00 AM,0,3,47,222 N. Calverton Rd.,Manhole,21223,39.290725,City of Baltimore Dept. of Public Works,454,454,"Rags, trash/debris, sand, gravel, rocks, pipe break.",,NA,Relieved 8 inch mainline choke with 100 ft. of pressure hose.  Performed CCTV inspection; scheduled pipe repair.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.658972,Gwynns Falls,454,"c(1408855.38380604, 591651.426093291)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,5/8/2018,11:10:00 AM,0,45,0,508 E. Preston St.,Manhole,21202,39.305231,City of Baltimore Dept. of Public Works,225,225,"Pipe break, other.",,NA,Bypass pump installed to convey sewage from this MH to next MH downstream until construction project completed.  A secure plug was placed to prevent this SSO from reoccurring.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.609104,Jones Falls,225,"c(1422946.94994406, 596991.531781674)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/17/2018,12:20:00 AM,0,12,45,428 E. Preston St.,Manhole,21202,39.30514,City of Baltimore Dept. of Public Works,1243000,1243000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.60977,Jones Falls,"1,243,000","c(1422758.63173346, 596957.580457876)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/17/2018,9:35:00 AM,0,0,35,1901 Falls Rd.,Manhole,21211,39.311744,City of Baltimore Dept. of Public Works,8000,8000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620287,Jones Falls,"8,000","c(1419772.59680786, 599350.415488794)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/19/2018,6:00:00 AM,0,12,0,Western Run Dr. & Bonnie View Dr.,Manhole,21209,39.367849,City of Baltimore Dept. of Public Works,90000,90000,Rain.,,NA,Inspected site after rainfall occurred.  This location is under consideration for metered monitoring.,Jones Falls,,Baltimore City,NA,NA,NA,-76.665348,Jones Falls,"90,000","c(1406947.79660898, 619735.979305711)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/19/2018,12:55:00 PM,0,2,44,3611 Gwynn Oak Ave.,Manhole,21207,39.332455,City of Baltimore Dept. of Public Works,328,328,"Rags, roots, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 200 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.6948,Gwynns Falls,328,"c(1398664.11518465, 606814.978792627)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/19/2018,10:40:00 AM,0,1,5,1901 Falls Rd.,Manhole,21211,39.311744,City of Baltimore Dept. of Public Works,6000,6000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620287,Jones Falls,"6,000","c(1419772.59680786, 599350.415488794)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/19/2018,8:40:00 AM,1,6,20,428 E. Preston St.,Manhole,21202,39.30514,City of Baltimore Dept. of Public Works,1411000,1411000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.60977,Jones Falls,"1,411,000","c(1422758.63173346, 596957.580457876)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/20/2018,8:45:00 PM,0,2,16,3200 Piedmont Rd.,Manhole,21216,39.316627,City of Baltimore Dept. of Public Works,680,680,"Rags, roots, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 200 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.671537,Gwynns Falls,680,"c(1405265.14889995, 601072.718568304)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/21/2018,1:22:00 PM,2,23,38,3500 Parkdale Ave.,Pipe,21211,39.330733,City of Baltimore Dept. of Public Works,1271,1271,"Pipe break, other.",,NA,Replaced 100 ft. of damaged hose.  City is in the process of building a new sanitary sewer line to resolve this issue permanently.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.648942,Jones Falls,"1,271","c(1411638.14827386, 606234.39240282)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/21/2018,,NA,NA,NA,5510 Pimilico Rd.,Manhole,21209,39.357637,City of Baltimore Dept. of Public Works,150,150,"Rags, grease.",,NA,Relieved 8 inch mainline choke.  Cleaned the mainline and performed CCTV inspection.,Jones Falls,,Baltimore City,NA,NA,NA,-76.671375,Jones Falls,150,"c(1405257.21096155, 616010.185041345)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/23/2018,,NA,NA,NA,4335 Frederick Ave.,Manhole,21229,39.27983,City of Baltimore Dept. of Public Works,200,200,Rain.,,NA,Investigated the site to confirm return of normal flow.  Site will be monitored for excessive flow levels in conjunction with rain events.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.687667,Gwynns Falls,200,"c(1400747.37282498, 587654.076023406)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/23/2018,8:44:00 PM,0,5,16,2901 Guilford Ave.,Manhole,21218,39.323494,City of Baltimore Dept. of Public Works,1580,1580,"Rags, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 240 ft. of pressure hose.  Performed mainline CCTV inspection.,Jones Falls,,Baltimore City,NA,NA,NA,-76.612874,Jones Falls,"1,580","c(1421851.93324807, 603638.956629437)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/24/2018,12:09:00 PM,0,2,32,N. Howard St. & Dolphin St.,Pipe,21201,39.304236,City of Baltimore Dept. of Public Works,1520,1520,"Rags, grease, trash/debris, sand, grave, rocks.",,NA,Relieved 8 inch mainline choke with 300 ft. of pressure hose.  Performed mainline CCTV inspection.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620712,Jones Falls,"1,520","c(1419663.7064096, 596615.265282068)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/26/2018,3:55:00 PM,0,7,25,1901 Falls Rd.,Pipe,21218,39.312098,City of Baltimore Dept. of Public Works,1471000,1471000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.621087,Jones Falls,"1,471,000","c(1419545.70403646, 599478.413061151)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,4:20:00 PM,0,0,35,2121 Wicomico St.,Manhole,21230,39.267837,City of Baltimore Dept. of Public Works,13000,13000,Rain.,,NA,Performed field visit and analyzed data to confirm overflow occurrence and estimate quantity.  Replaced manhole cover at this site.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.642483,Gwynns Falls,"13,000","c(1413554.93409651, 583332.81430572)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,5:25:00 PM,0,1,30,1731 E. Chase St.,Manhole,21213,39.303132,City of Baltimore Dept. of Public Works,316000,316000,Rain.,,NA,Confirmed levels returned to normal following rain event.  Location is equipped with an Event Notification System meter to send alerts when overflow events begin and end.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.592918,Baltimore Harbor,"316,000","c(1427530.55536661, 596247.030202214)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,3:35:00 PM,0,7,15,W. Cold Spring Lane & Ayrdale Ave.,Mainline,21215,39.335318,City of Baltimore Dept. of Public Works,167000,167000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.67888,Jones Falls,"167,000","c(1403163.65966444, 607873.232585789)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,3:45:00 PM,0,5,35,Charing Cross Rd. & Greenwich Ave.,Pipe,21229,39.289142,City of Baltimore Dept. of Public Works,104000,104000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.709847,Gwynns Falls,"104,000","c(1394457.98429442, 591025.06934442)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,5:50:00 PM,0,3,10,3104 Liberty Heights Ave.,Pipe,21215,39.323506,City of Baltimore Dept. of Public Works,36000,36000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.66814,Gwynns Falls,"36,000","c(1406217.14712864, 603581.757585633)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,3:45:00 PM,0,2,35,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308745,City of Baltimore Dept. of Public Works,3000,3000,Rain.,,NA,Engineering Structure overflow was designed to relieve sewer system during heavy rain events. This structure should be removed once capital improvement projects are completed.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.616388,Jones Falls,"3,000","c(1420880.3971696, 598262.696981331)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,5:05:00 PM,0,4,50,1800 E. Eager St.,Manhole,21205,39.302143,City of Baltimore Dept. of Public Works,984000,984000,Rain.,,NA,Confirmed levels returned to normal following rain event.  Location is equipped with an Event Notification System meter to send alerts when overflow events begin and end.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.592078,Baltimore Harbor,"984,000","c(1427769.86904354, 595887.867386856)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,4:10:00 PM,0,10,10,428 E. Preston St.,Pipe,21202,39.30514,City of Baltimore Dept. of Public Works,7468000,7468000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.60977,Jones Falls,"7,468,000","c(1422758.63173346, 596957.580457876)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,3:50:00 PM,0,0,20,E. 32nd St. & St. Paul St.,Manhole,21218,39.326931,City of Baltimore Dept. of Public Works,3000,3000,Rain.,,NA,Engineering Structure overflows designed to relieve sewer system during heavy rain events.  CIP projects have been implemented to prevent this overflow from reoccurring.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.615881,Jones Falls,"3,000","c(1420995.98531951, 604887.233232589)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,7:28:00 PM,0,2,53,4800 Gwynn Oak Ave.,Manhole,21207,39.330879,City of Baltimore Dept. of Public Works,4325,4325,Rain.,,NA,Confirmed levels returned to normal following rain event.  Location noted as being susceptible to overflow during heavy rain.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.697238,Gwynns Falls,"4,325","c(1397976.39360382, 606238.647544594)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,7:48:00 PM,0,2,27,Reisterstown Rd. & Wylie Ave.,Manhole,21215,39.339701,City of Baltimore Dept. of Public Works,3675,3675,Rain.,,NA,Confirmed levels returned to normal following rain event. Location noted as being susceptible to overflow during heavy rain.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.669255,Gwynns Falls,"3,675","c(1405880.34110193, 609479.397408118)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,7:55:00 PM,0,2,25,Wilkens Ave. & Brunswick Ave.,Manhole,21223,39.278087,City of Baltimore Dept. of Public Works,2900,2900,Rain.,,NA,Confirmed levels returned to normal following rain event.  Location noted as being susceptible to overflow during heavy rain.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.658701,Gwynns Falls,"2,900","c(1408949.29503746, 587048.579742975)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,8:25:00 PM,0,1,50,Long Island Ave. & Frederick Ave.,Manhole,21229,39.281343,City of Baltimore Dept. of Public Works,2750,2750,Rain.,,NA,Confirmed levels returned to normal following rain event. Location noted as being susceptible to overflow during heavy rain.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.696878,Gwynns Falls,"2,750","c(1398138.13779672, 588196.366091976)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/27/2018,3:55:00 PM,0,7,25,1901 Falls Rd.,Manhole,21211,39.311744,City of Baltimore Dept. of Public Works,500625,500625,Rain.,,NA,Flow returned to normal after rain event.  The location has a nearby structured overflow to provide relief when pipe capacity is exceeded.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620287,Jones Falls,"500,625","c(1419772.59680786, 599350.415488794)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/28/2018,7:04:00 AM,1,3,55,Gelston Dr. & Linnard St.,Manhole,21229,39.297384,City of Baltimore Dept. of Public Works,25125,25125,"Rags, rain, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 300 ft. pf pressure hose.  Confirmed mainline is clear.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.674145,Gwynns Falls,"25,125","c(1404552.2908644, 594061.153132851)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/29/2018,9:55:00 AM,0,1,50,20 E. Lanvale St.,Manhole,21202,39.308893,City of Baltimore Dept. of Public Works,1100,1100,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,"Flushed 8 inch mainline and removed grease, rags, and debris to relieve choke.  Confirmed mainline is clear.",Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.615611,Jones Falls,"1,100","c(1421100.02923682, 598317.528079615)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,5/29/2018,11:13:00 AM,0,21,47,1601 S. Haven St.,Clean out,21224,39.272827,City of Baltimore Dept. of Public Works,326,326,"Grease, trash/debris, sand, gravel, rocks.",,NA,Relieved mainline and house connection chokes with electric cable and pressure hose.  Performed CCTV inspection.,Baltimore Harbor,Inner Harbor,Baltmore City,NA,NA,NA,-76.561015,Baltimore Harbor,326,"c(1436611.56923713, 585250.92847161)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/3/2018,5:50:00 PM,0,0,30,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308745,City of Baltimore Dept. of Public Works,3000,3000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.616388,Jones Falls,"3,000","c(1420880.3971696, 598262.696981331)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/3/2018,5:45:00 PM,0,0,35,E. 32nd St. & St. Paul St.,Manhole,21218,39.326926,City of Baltimore Dept. of Public Works,4000,4000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.61598,Jones Falls,"4,000","c(1420967.98723476, 604885.294238151)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/3/2018,5:15:00 PM,0,2,30,3404 Glen Ave.,Manhole,21215,39.357154,City of Baltimore Dept. of Public Works,35000,35000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.685975,Jones Falls,"35,000","c(1401129.45360456, 615819.726610391)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/3/2018,5:05:00 PM,0,3,55,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.289142,City of Baltimore Dept. of Public Works,53000,53000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Gwynns Falls,Maiden Choice Creek,Baltimore City,NA,NA,NA,-76.709847,Gwynns Falls,"53,000","c(1394457.98429442, 591025.06934442)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/3/2018,6:00:00 PM,0,6,0,Western Run Dr. & Bonnie View Dr.,Manhole,21209,39.367849,City of Baltimore Dept. of Public Works,72000,72000,Rain.,,NA,Inspected site after rainfall occurred. The location is susceptible to overflow during heavy rains and is under consideration for metered monitoring.,Jones Falls,Western Run,Baltimore City,NA,NA,NA,-76.665348,Jones Falls,"72,000","c(1406947.79660898, 619735.979305711)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/3/2018,6:00:00 PM,0,4,0,427 Drury Lane,Manhole,21229,39.287711,City of Baltimore Dept. of Public Works,4800,4800,"Rags, roots, trash/debris, sand, gravel, rocks.",,NA,Flushed and cleaned 8 inch mainline with 300 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.70337,Gwynns Falls,"4,800","c(1396292.91594169, 590509.747203078)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/3/2018,5:50:00 PM,0,7,30,1901 Falls Rd.,Manhole,21211,39.311744,City of Baltimore Dept. of Public Works,1471000,1471000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620287,Jones Falls,"1,471,000","c(1419772.59680786, 599350.415488794)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/3/2018,5:50:00 PM,0,8,25,428 E. Preston St.,Manhole,21202,39.30514,City of Baltimore Dept. of Public Works,4779000,4779000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.60977,Jones Falls,"4,779,000","c(1422758.63173346, 596957.580457876)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/3/2018,6:00:00 PM,0,3,0,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,City of Baltimore Dept. of Public Works,50000,50000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Gwynns Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.67888,Gwynns Falls,"50,000","c(1403163.65966444, 607873.232585789)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/3/2018,5:35:00 PM,0,3,45,3104 Liberty Heights Ave.,Manhole,21215,39.323506,City of Baltimore Dept. of Public Works,26000,26000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.66814,Gwynns Falls,"26,000","c(1406217.14712864, 603581.757585633)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/3/2018,5:35:00 PM,0,3,30,W. Garrison Ave. & Queensberry Rd.,Manhole,21215,39.348837,City of Baltimore Dept. of Public Works,129000,129000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.670969,Jones Falls,"129,000","c(1405383.56620752, 612805.309229957)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/4/2018,10:40:00 AM,0,23,50,4403 Frederick Ave.,Manhole,21229,39.280258,City of Baltimore Dept. of Public Works,28600,28600,"Rags, rain, trash/debris, sand, gravel, rocks.",,NA,Procedures are in place to determine obstruction in flow at this location. Multiple field visits including CCTV inspection performed by contractor.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.687543,Gwynns Falls,"28,600","c(1400781.94056291, 587810.086363232)"
