year,overflow_type,municipality,wet_dry_event,npdes,date_discovered,time_discovered,days,hours,minutes,location,pipe_manhole_id,zip_code,latitude,collection_system,quan_gals_gross,quan_gals_net,cause,health_dept_notified,how_heatlh_depart_was_notified,corrective_action,watershed,receiving_waters,county,comment,penalty_collected,penalty_collected_comments,long,watershed2,quan_gals_gross2,geometry
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/6/2018,1:28:00 PM,0,1,25,4701 Reisterstown Rd.,Pipe,21215,39.341469,City of Baltimore Dept. of Public Works,425,425,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 325 ft. of pressure hose.  Performed mainline CCTV inspection; confirmed line is clear.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.674025,Gwynns Falls,425,"c(1404528.91366419, 610118.513915724)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/10/2018,2:33:00 PM,0,1,34,823 Vine St.,Manhole,21201,39.2905,City of Baltimore Dept. of Public Works,282,282,"Grease, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 250 ft. of pressure hose.  Performed mainline CCTV inspection.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.630283,Baltimore Harbor,282,"c(1416975.59605322, 591601.084034543)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/11/2018,6:25:00 AM,0,4,45,428 E. Preston St.,Manhole,21202,39.30514,City of Baltimore Dept. of Public Works,849000,849000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.60977,Jones Falls,"849,000","c(1422758.63173346, 596957.580457876)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/11/2018,6:30:00 AM,0,2,10,1901 Falls Rd.,Manhole,21211,39.311744,City of Baltimore Dept. of Public Works,48000,48000,Rain.,,NA,SSO structure; not applicable.  SSO structure will be closed upon completion of necessary capital project.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620287,Jones Falls,"48,000","c(1419772.59680786, 599350.415488794)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,6/14/2018,9:51:00 AM,76,4,9,4600 E. Wabash Ave.,Clean out,21215,39.338913,City of Baltimore Dept. of Public Works,3333,3333,"Infiltration/inflow, pipe break.",,NA,Repaired damage to lateral.  Confirmed overflow is abated via dye testing.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.675471,Gwynns Falls,"3,333","c(1404123.25255241, 609186.069599047)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/22/2018,6:24:00 PM,0,2,59,447 Brunswick St.,Manhole,21223,39.27949,City of Baltimore Dept. of Public Works,537,537,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved mainline choke with 150 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.659297,Gwynns Falls,537,"c(1408778.67113372, 587558.962727442)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,6/23/2018,9:01:00 PM,0,0,39,6400 O'Donnell St.,Manhole,21224,39.281646,City of Baltimore Dept. of Public Works,156,156,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved mainline choke with 125 ft. of pressure hose.  Performed CCTV inspection.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.538175,Baltimore Harbor,156,"c(1443061.35166608, 588494.946153759)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,6/26/2018,1:31:00 PM,0,8,20,2001 W. Patapsco Ave.,Clean out,21230,39.250262,City of Baltimore Dept. of Public Works,1000,1000,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved house connection choke with 45 ft. of electric cable; washed down the area.  Performed house lateral CCTV inspection.,Patapsco River L N Br,,Baltimore City,NA,NA,NA,-76.64346,Patapsco River L N Br,"1,000","c(1413303.32470382, 576930.44979105)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,7/6/2018,4:59:00 PM,0,1,44,3700 Gough St.,Clean out,21224,39.288958,City of Baltimore Dept. of Public Works,104,104,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved house connection choke with 45 ft. of electric cable. Performed house lateral CCTV inspection.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.566462,Baltimore Harbor,104,"c(1435041.6127222, 591118.914552978)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,7/6/2018,1:10:00 PM,0,8,7,4500 Moravia Rd.,Manhole,21206,39.328412,City of Baltimore Dept. of Public Works,974,974,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 400 ft. of pressure hose.  Performed mainline CCTV inspection.,Back River,,Baltimore City,NA,NA,NA,-76.556343,Back River,974,"c(1437835.82517501, 605503.023313231)"
2018,SSO,City of Baltimore Dept. of Public Works,Dry,NA,7/9/2018,6:05:00 PM,0,3,54,1412 N. Luzerne Ave.,Clean out,21213,39.30728,City of Baltimore Dept. of Public Works,234,234,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved house connection choke with 5 ft. of electric cable and expander.  Performed house lateral CCTV inspection.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.581637,Baltimore Harbor,234,"c(1430715.93880758, 597772.291240453)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/17/2018,1:40:00 PM,0,1,8,1601 N. Fulton Ave.,Manhole,21217,39.306782,City of Baltimore Dept. of Public Works,680,680,"Rags, grease, trash/debris, sand/gravel, rocks.",,NA,Relieved mainline choke with 250 ft. of pressure hose.  Cleaned the mainline and confirmed the choke was relieved.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.645944,Gwynns Falls,680,"c(1412520.0317766, 597513.919882286)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/17/2018,12:48:00 PM,0,0,42,3101 Eastern Ave.,Manhole,21224,39.286174,City of Baltimore Dept. of Public Works,210,210,"Rags, trash/debris, sand, gravel, rocks.",,NA,Relieved choke with 280 ft. of pressure hose.  Flushed and cleaned 8 inch mainline.  Confirmed mainline is clear.,Baltimore Harbor,Inner Harbor,Baltimore City,NA,NA,NA,-76.572694,Baltimore Harbor,210,"c(1433282.47141578, 590096.585840291)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/21/2018,5:25:00 PM,0,11,0,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,1161000,1161000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"1,161,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/21/2018,,NA,NA,NA,1819 Eager St.,Manhole,21205,39.301932,City of Baltimore Dept. of Public Works,960000,960000,Rain.,,NA,Overflow subsided following heavy rain event.  Location is equipped with a meter to alert when activations take place.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.591441,Baltimore Harbor,"960,000","c(1427950.47437747, 595811.82091082)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/21/2018,5:05:00 PM,0,12,20,428 E. Preston St.,Manhole,21202,39.305141,City of Baltimore Dept. of Public Works,6265000,6265000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.609772,Jones Falls,"6,265,000","c(1422758.06423012, 596957.942269646)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/21/2018,10:50:00 PM,0,1,35,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,City of Baltimore Dept. of Public Works,15000,15000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.67888,Gwynns Falls,"15,000","c(1403163.65966444, 607873.232585789)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/21/2018,11:05:00 PM,0,2,30,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.289142,City of Baltimore Dept. of Public Works,35000,35000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Maiden Choice Creek,Baltimore City,NA,NA,NA,-76.709847,Gwynns Falls,"35,000","c(1394457.98429442, 591025.06934442)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/21/2018,11:40:00 PM,0,0,40,3104 Liberty Heights Ave.,Manhole,21215,39.323506,City of Baltimore Dept. of Public Works,4000,4000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.66814,Gwynns Falls,"4,000","c(1406217.14712864, 603581.757585633)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/21/2018,10:25:00 PM,0,0,10,2121 Wicomico St.,Manhole,21230,39.268633,City of Baltimore Dept. of Public Works,1000,1000,Rain.,,NA,Maintenance crew arrived on location.  Overflow subsided following heavy rain event.  Location is equipped with a meter to alert when activations take place.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.641336,Gwynns Falls,"1,000","c(1413878.53642576, 583624.0132785)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/22/2018,9:00:00 PM,0,8,30,428 E. Preston St.,Manhole,21202,39.30514,City of Baltimore Dept. of Public Works,702000,702000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.609771,Jones Falls,"702,000","c(1422758.34876028, 596957.579248246)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/22/2018,12:45:00 AM,0,0,35,E. 32nd St. & St. Paul St.,Manhole,21218,39.320835,City of Baltimore Dept. of Public Works,1000,1000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.616318,Jones Falls,"1,000","c(1420881.6961613, 602666.347617312)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/22/2018,12:10:00 AM,0,1,55,1731 E. Chase St.,Manhole,21213,39.303101,City of Baltimore Dept. of Public Works,179000,179000,"Rain, trash/debris, sand, gravel, rocks.",,NA,Maintenance crew arrived on location.  Overflow subsided after heavy rain event.  Manhole is equipped with an Event Notification System monitor.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.592971,Baltimore Harbor,"179,000","c(1427515.60771956, 596235.672179877)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/22/2018,12:50:00 AM,0,0,15,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,City of Baltimore Dept. of Public Works,1000,1000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.670969,Jones Falls,"1,000","c(1405383.56620752, 612805.309229957)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/22/2018,12:50:00 AM,0,0,20,N. Charles St. & W. Lanvale St.,Manhole,21202,39.310777,City of Baltimore Dept. of Public Works,14000,14000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.615619,Jones Falls,"14,000","c(1421094.87617515, 599003.730967021)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/23/2018,1:17:00 PM,9,2,13,301 S. Beechfield Ave.,Manhole,21229,39.280796,City of Baltimore Dept. of Public Works,1309300,1309300,Pipe break.,,NA,Contractor restored part of the stacked manhole and successfully installed bypass pumping to abate SSO. City is exploring possible options to improve the stability of collection system in this area.,Gwynns Falls,Maiden Choice Creek,Baltimore City,NA,NA,NA,-76.693617,Gwynns Falls,"1,309,300","c(1399061.89493547, 588000.214056361)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/23/2018,2:40:00 AM,0,0,50,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,City of Baltimore Dept. of Public Works,17000,17000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.670969,Jones Falls,"17,000","c(1405383.56620752, 612805.309229957)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/23/2018,4:44:00 PM,7,0,6,Edmondson Ave. & Hilton Pkwy.,Pipe,21229,39.294175,City of Baltimore Dept. of Public Works,36033333,36033333,Pipe break.,,NA,Successfully set up bypass pumping to abate overflow. Mainlines will need to be reconstructured to resume normal operations.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.672767,Gwynns Falls,"36,033,333","c(1404946.46138698, 592893.730885891)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/23/2018,2:45:00 AM,0,0,55,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,City of Baltimore Dept. of Public Works,14000,14000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.67888,Gwynns Falls,"14,000","c(1403163.65966444, 607873.232585789)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/23/2018,2:50:00 AM,0,0,35,3104 Liberty Heights Ave.,Manhole,21215,39.323506,City of Baltimore Dept. of Public Works,2000,2000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.66814,Gwynns Falls,"2,000","c(1406217.14712864, 603581.757585633)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/23/2018,8:30:00 PM,2,9,50,428 E. Preston St.,Manhole,21202,39.30514,City of Baltimore Dept. of Public Works,25480000,25480000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.609771,Jones Falls,"25,480,000","c(1422758.34876028, 596957.579248246)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/23/2018,11:22:00 AM,0,2,50,1820 Spence St.,Manhole,21230,39.268497000000004,City of Baltimore Dept. of Public Works,3400,3400,"Rags, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 150 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.651085,Gwynns Falls,"3,400","c(1411118.59566956, 583563.781341528)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,10:10:00 AM,0,2,45,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,City of Baltimore Dept. of Public Works,92000,92000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.670969,Jones Falls,"92,000","c(1405383.56620752, 612805.309229957)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,11:35:00 PM,0,3,30,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,City of Baltimore Dept. of Public Works,167000,167000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.670969,Jones Falls,"167,000","c(1405383.56620752, 612805.309229957)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,10:00:00 AM,0,4,40,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,City of Baltimore Dept. of Public Works,166000,166000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.67888,Jones Falls,"166,000","c(1403163.65966444, 607873.232585789)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,6:44:00 PM,2,15,53,Western Run Dr. & Bonnie View Dr.,Manhole,21209,39.367849,City of Baltimore Dept. of Public Works,766600,766600,Rain.,,NA,Conditions returned to normal following multiple heavy rain events.  This stacked manhole is susceptible to overflow when reaching capacity. City is aware of repeated overflows at this location.,Jones Falls,Western Branch,Baltimore City,NA,NA,NA,-76.665348,Jones Falls,"766,600","c(1406947.79660898, 619735.979305711)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,11:25:00 PM,0,0,40,E. 32nd St. & St. Paul St.,Manhole,21218,39.326931,City of Baltimore Dept. of Public Works,2000,2000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.615881,Jones Falls,"2,000","c(1420995.98531951, 604887.233232589)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,5:55:00 AM,0,8,40,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.289142,City of Baltimore Dept. of Public Works,121331,121331,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Maiden Choice Creek,Baltimore City,NA,NA,NA,-76.709847,Gwynns Falls,"121,331","c(1394457.98429442, 591025.06934442)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,11:20:00 PM,0,10,40,3404 Glen Ave.,Manhole,21215,39.357154,City of Baltimore Dept. of Public Works,896000,896000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.685975,Jones Falls,"896,000","c(1401129.45360456, 615819.726610391)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,9:55:00 AM,0,8,40,3404 Glen Ave.,Manhole,21215,39.357154,City of Baltimore Dept. of Public Works,640000,640000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.685975,Jones Falls,"640,000","c(1401129.45360456, 615819.726610391)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,11:30:00 PM,0,5,25,3104 Liberty Heights Ave.,Manhole,21215,39.323506,City of Baltimore Dept. of Public Works,313000,313000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.66814,Gwynns Falls,"313,000","c(1406217.14712864, 603581.757585633)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,11:30:00 PM,0,5,5,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,City of Baltimore Dept. of Public Works,207000,207000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.67888,Jones Falls,"207,000","c(1403163.65966444, 607873.232585789)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,11:10:00 PM,0,1,0,N. Charles St. & W. Lanvale St.,Manhole,21202,39.308745,City of Baltimore Dept. of Public Works,22000,22000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.616388,Jones Falls,"22,000","c(1420880.3971696, 598262.696981331)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,,NA,NA,NA,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,264000,264000,Rain.,,NA,Overflow subsided following heavy rain event. Location is equipped with an Event Notification System meter. Meter did not activate at this time.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"264,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,11:20:00 PM,0,10,40,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,2682000,2682000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620285,Jones Falls,"2,682,000","c(1419773.16118677, 599350.782074576)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,7:00:00 AM,0,10,25,1901 Falls Rd.,Manhole,21211,39.311745,City of Baltimore Dept. of Public Works,1392000,1392000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.62085,Jones Falls,"1,392,000","c(1419613.29614738, 599350.117606001)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,11:58:00 AM,0,3,32,1731 E. Chase St.,Manhole,21213,39.303101,City of Baltimore Dept. of Public Works,5300,5300,Rain.,,NA,Conditions returned to normal following rain event.  Site is monitored with an Event Notification System meter.,Baltimore Harbor,,Baltimore City,NA,NA,NA,-76.592971,Baltimore Harbor,"5,300","c(1427515.60771956, 596235.672179877)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,10:21:00 AM,0,5,4,Chelsea Terrace and Gwynns Falls Parkway,Manhole,21216,39.314514,City of Baltimore Dept. of Public Works,6080,6080,"Rags, rain, grease, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke with 400 ft. of pressure hose.  Confirmed choke was relieved.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.674931,Gwynns Falls,"6,080","c(1404307.63141015, 600299.656566298)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,10:10:00 AM,0,3,24,4021 Fairview Ave.,Manhole,21216,39.322715,City of Baltimore Dept. of Public Works,10200,10200,"Rags, roots, rain, trash/debris, sand, gravel, rocks.",,NA,Relieved 8 inch mainline choke at 3 sections using 500 ft. of pressure hose.  Performed mainline CCTV inspection.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.685106,Gwynns Falls,"10,200","c(1401418.44741058, 603276.646015296)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,11:00:00 AM,0,3,15,3501 Asiatic Ave.,Facility,21226,39.23223,Patapsco WWTP,250000,250000,Record heavy rain caused extreme high flow conditions at Patapsco Plant.,,NA,Clean up efforts began after event to remove a minimal amount of debris from affect areas of plant. This will continue until all areas are clean.,,Patapsco River,Baltimore City,NA,NA,NA,-76.56672, ,"250,000","c(1435066.65629939, 570456.785817701)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/24/2018,,NA,NA,NA,2700 Wilkens Ave.,Manhole,21223,39.27822,City of Baltimore Dept. of Public Works,370,370,"Rain, trash/debris, sand, gravel, rocks.",,NA,Flushed mainline and cleaned evidence of debris.  Cleared the mainline of obstructions.,Gwynns Falls,,Baltimore City,NA,NA,NA,-76.65892,Gwynns Falls,370,"c(1408887.11914251, 587096.790477216)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/25/2018,8:50:00 PM,0,0,50,3104 Liberty Heights Ave.,Manhole,21215,39.323506,City of Baltimore Dept. of Public Works,14000,14000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Gwynns Falls,Baltimore City,NA,NA,NA,-76.66814,Gwynns Falls,"14,000","c(1406217.14712864, 603581.757585633)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/25/2018,8:10:00 PM,0,2,15,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,City of Baltimore Dept. of Public Works,34000,34000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.670969,Jones Falls,"34,000","c(1405383.56620752, 612805.309229957)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/25/2018,8:25:00 PM,0,2,55,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,City of Baltimore Dept. of Public Works,40000,40000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.67888,Gwynns Falls,"40,000","c(1403163.65966444, 607873.232585789)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/25/2018,8:00:00 PM,0,3,45,Charing Cross Rd. & Greenwich Ave.,Manhole,21229,39.289142,City of Baltimore Dept. of Public Works,43000,43000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Gwynns Falls,Maiden Choice Creek,Baltimore City,NA,NA,NA,-76.709847,Gwynns Falls,"43,000","c(1394457.98429442, 591025.06934442)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/25/2018,9:55:00 PM,0,2,25,3404 Glen Ave.,Manhole,21215,39.357154,City of Baltimore Dept. of Public Works,83000,83000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.685975,Jones Falls,"83,000","c(1401129.45360456, 615819.726610391)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/25/2018,8:20:00 PM,0,6,30,1901 Falls Rd.,Manhole,21211,39.311744,City of Baltimore Dept. of Public Works,1864000,1864000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620287,Jones Falls,"1,864,000","c(1419772.59680786, 599350.415488794)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/25/2018,9:15:00 PM,0,14,55,1901 Falls Rd.,Manhole,21218,39.311744,City of Baltimore Dept. of Public Works,71600,71600,Rain.,,NA,Set up traffic pattern. Overflow subsided following heavy rain event.  This location is equipped with an Event Notification System alarm.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.620287,Jones Falls,"71,600","c(1419772.59680786, 599350.415488794)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/27/2018,10:03:00 PM,0,3,30,400 E. Eager St.,Manhole,21202,39.301482,City of Baltimore Dept. of Public Works,12600,12600,"Rain, trash/debris, sand, gravel, rocks.",,NA,Set up traffic pattern. Overflow subsided following heavy rain event. Monitored the site until it returned to normal conditions.,Jones Falls,,Baltimore City,NA,NA,NA,-76.610177,Jones Falls,"12,600","c(1422649.15115053, 595624.732011824)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/27/2018,6:50:00 PM,0,0,20,Queensberry Ave. & W. Garrison Ave.,Manhole,21215,39.348837,City of Baltimore Dept. of Public Works,500,500,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.670969,Jones Falls,500,"c(1405383.56620752, 612805.309229957)"
2018,SSO,City of Baltimore Dept. of Public Works,Wet,NA,7/27/2018,6:40:00 PM,0,1,15,W. Cold Spring Lane & Ayrdale Ave.,Manhole,21215,39.335318,City of Baltimore Dept. of Public Works,16000,16000,Rain.,,NA,SSO structure. Not applicable. SSO structure will be closed upon completion of necessary capital projects.,Jones Falls,Jones Falls,Baltimore City,NA,NA,NA,-76.67888,Jones Falls,"16,000","c(1403163.65966444, 607873.232585789)"
